,Rank,Site Name,Nomination Year,Country,Rating,State,Latitude,Longitude,,
836,1186,Wadi Al-Hitan,2005,Egypt,3.59,,,,,
837,1187,Struve Geodetic Arc,2005,Norway,1.85,,,,,
838,1188,Soltaniyeh,2005,Iran,3.01,,,,,
839,1189,Harar Jugol,2006,Ethiopia,3.04,,,,,
840,1192,Qal'at al-Bahrain,2005,Bahrain,2.59,,,,,
841,1193,Shiretoko,2005,Japan,3.89,,,,,
842,1194,Bali Subak system,2012,Indonesia,3.24,,,,,
843,1195,West Norwegian Fjords,2005,Norway,4.39,,,,,
844,1196,Nesvizh,2005,Belarus,2.58,,,,,
845,1199,Kunya-Urgench,2005,Turkmenistan,2.82,,,,,
846,1200,Syracuse,2005,Italy,3.65,,,,,
847,1202,Cienfuegos,2005,Cuba,2.91,,,,,
848,1203,Central Highlands,2010,Sri Lanka,3.19,,,,,
849,1207,Aflaj irrigation system,2006,Oman,2.52,,,,,
850,1208,Bam Cultural Landscape,2004,Iran,3.06,,,,,
851,1209,Tequila,2006,Mexico,2.85,,,,,
852,1211,Genoa,2006,Italy,2.98,,,,,
853,1213,Sichuan Giant Panda Sanctuaries,2006,China,3.5,,,,,
854,1214,Sewell Mining Town,2006,Chile,2.98,,,,,
855,1215,Cornwall and West Devon Mining Landscape,2006,United Kingdom,3.16,,,,,
856,1216,Malpelo,2006,Colombia,2.65,,,,,
857,1217,Vizcaya Bridge,2006,Spain,2.95,,,,,
858,1220,Bahá’i Holy Places,2008,Israel,2.72,,,,,
859,1221,Rideau Canal,2007,Canada,2.74,,,,,
860,1222,Bisotun,2006,Iran,2.94,,,,,
861,1223,Melaka and George Town,2008,Malaysia,3.06,,,,,
862,1224,Preah Vihear Temple,2008,Cambodia,3.72,,,,,
863,1225,Ruins of Loropéni,2009,Burkina Faso,1.76,,,,,
864,1226,Stone Circles of Senegambia,2006,Gambia,2.77,,,,,
865,1227,Aapravasi Ghat,2006,Mauritius,1.85,,,,,
866,1229,Crac des Chevaliers,2006,Syria,4,,,,,
867,1230,Sulaiman-Too,2009,Kyrgyzstan,2.32,,,,,
868,1231,Mijikenda Kaya Forests,2008,Kenya,2.56,,,,,
869,1234,Putorana Plateau,2010,Russia,3.93,,,,,
870,1236,León Cathedral,2011,Nicaragua,2.8,,,,,
871,1237,Dolomites,2009,Italy,4.26,,,,,
872,1239,Berlin Modernism Housing Estates,2008,Germany,2.06,,,,,
873,1240,Stari Grad Plain,2008,Croatia,2.24,,,,,
874,1242,Nisa,2007,Turkmenistan,2.19,,,,,
875,1243,"Lavaux, Vineyard Terraces",2007,Switzerland,3.01,,,,,
876,1245,San Marino and Mount Titano,2008,San Marino,3.43,,,,,
877,1246,Iwami Ginzan Silver Mine,2007,Japan,2.64,,,,,
878,1248,South China Karst,2007,China,4.02,,,,,
879,1250,Central University City Campus of the UNAM,2007,Mexico,2.77,,,,,
880,1252,Tajik National Park,2013,Tajikistan,3.88,,,,,
881,1253,Gamzigrad-Romuliana,2007,Serbia,2.79,,,,,
882,1255,Twyfelfontein,2007,Namibia,3.55,,,,,
883,1256,Bordeaux,2007,France,3.36,,,,,
884,1257,Rainforests of the Atsinanana,2007,Madagascar,3.84,,,,,
885,1258,Teide National Park,2007,Spain,3.99,,,,,
886,1259,Le Morne,2008,Mauritius,2.67,,,,,
887,1260,Mehmed Paša Sokolović Bridge,2007,Bosnia Herzegovina,2.29,,,,,
888,1262,Armenian Monastic Ensembles,2008,Iran,3.45,,,,,
889,1263,Socotra Archipelago,2008,Yemen,4.48,,,,,
890,1264,Jeju,2007,Republic of Korea,3.68,,,,,
891,1265,Richtersveld,2007,South Africa,3.03,,,,,
892,1267,Surtsey,2008,Iceland,2.89,,,,,
893,1268,Agadez,2013,Niger,3.37,,,,,
894,1269,Caral-Supe,2009,Peru,3.64,,,,,
895,1270,Camagüey,2008,Cuba,2.44,,,,,
896,1272,São Francisco Square,2010,Brazil,1.96,,,,,
897,1273,Wooden Churches of the Slovak Carpathians,2008,Slovakia,3.01,,,,,
898,1274,San Miguel de Allende,2008,Mexico,3.4,,,,,
899,1276,Rhaetian Railway,2008,Switzerland,3.22,,,,,
900,1277,Hiraizumi,2011,Japan,3.15,,,,,
901,1278,Kaesong,2013,Korea (DPR),2.55,,,,,
902,1279,Mount Wutai,2009,China,3.78,,,,,
903,1280,Chief Roi Mata's Domain,2008,Vanuatu,2.46,,,,,
904,1282,Decorated Farmhouses of Hälsingland,2012,Sweden,2.49,,,,,
905,1283,Fortifications of Vauban,2008,France,2.97,,,,,
906,1285,Joggins Fossil Cliffs,2008,Canada,3.06,,,,,
907,1287,Mantua and Sabbioneta,2008,Italy,3.27,,,,,
908,1290,Monarch Butterfly Biosphere Reserve,2008,Mexico,4.22,,,,,
909,1292,Mount Sanqingshan,2008,China,3.77,,,,,
910,1293,Hegra,2008,Saudi Arabia,4.22,,,,,
911,1295,Fort Jesus,2011,Kenya,2.72,,,,,
912,1298,Stoclet House,2009,Belgium,1.84,,,,,
913,1299,Lena Pillars,2012,Russia,3.93,,,,,
914,1302,La Chaux-de-Fonds / Le Locle,2009,Switzerland,1.95,,,,,
915,1303,Pontcysyllte Aqueduct and Canal,2009,United Kingdom,3.04,,,,,
916,1305,Dengfeng,2010,China,3.54,,,,,
917,1306,Australian Convict Sites,2010,Australia,2.68,,,,,
918,1308,Paraty and Ilha Grande,2019,Brazil,3.54,,,,,
919,1310,Cidade Velha,2009,Cabo Verde,2.07,,,,,
920,1312,Tower of Hercules,2009,Spain,2.78,,,,,
921,1313,Heritage of Mercury,2012,Spain,2.72,,,,,
922,1314,Wadden Sea,2009,Netherlands,3.08,,,,,
923,1315,Shushtar,2009,Iran,3.5,,,,,
924,1317,Pitons of Reunion,2010,France,3.81,,,,,
925,1318,Longobards in Italy,2011,Italy,2.95,,,,,
926,1319,Royal Joseon Tombs,2009,Republic of Korea,2.72,,,,,
927,1321,The Architectural Work of Le Corbusier,2016,France,2.74,,,,,
928,1322,Grand-Bassam,2012,Côte d'Ivoire,2.64,,,,,
929,1324,Hahoe and Yangdong,2010,Republic of Korea,2.92,,,,,
930,1325,Phoenix Islands,2010,Kiribati,1.97,,,,,
931,1326,Papahanaumokuakea,2010,United States of America,3.54,,,,,
932,1328,Thang Long,2010,Viet Nam,1.99,,,,,
933,1329,Turaif Quarter,2010,Saudi Arabia,2.42,,,,,
934,1330,Residence of Bukovinian & Dalmatian Metropolitans,2011,Ukraine,2.81,,,,,
935,1333,Konso,2011,Ethiopia,3.13,,,,,
936,1334,West Lake,2011,China,3.4,,,,,
937,1335,China Danxia,2010,China,3.32,,,,,
938,1336,Meroe,2011,Sudan,4.48,,,,,
939,1337,Albi,2010,France,3.42,,,,,
30,1338,Jantar Mantar,2010,India,3.21,Rajasthan,26.9256416811582,75.827049036223,,
941,1339,Bikini Atoll,2010,Marshall Islands,0,,,,,
31,1342,Western Ghats,2012,India,3.22,"Gujarat, Maharashtra, Goa, Karnataka, Kerala, and Tamil Nadu",10.1683538841202,77.0651211220432,,
943,1343,Al Ain,2011,United Arab Emirates,2.7,,,,,
944,1344,Mining Sites of Wallonia,2012,Belgium,2.23,,,,,
945,1345,Safi al-Din Ensemble in Ardabil,2010,Iran,3.45,,,,,
946,1346,Tabriz Bazaar,2010,Iran,2.71,,,,,
947,1348,Ancient villages of Northern Syria,2011,Syria,3.44,,,,,
948,1349,Amsterdam Canal Ring,2010,Netherlands,3.86,,,,,
949,1351,Camino Real,2010,Mexico,2.69,,,,,
950,1352,Caves of Yagul and Mitla,2010,Mexico,2.82,,,,,
951,1356,Blue and John Crow Mountains,2015,Jamaica,2.71,,,,,
952,1358,Citadel of the Ho Dynasty,2011,Viet Nam,2.62,,,,,
953,1359,Saloum Delta,2011,Senegal,3.13,,,,,
954,1360,Nord-Pas de Calais Mining Basin,2012,France,2.09,,,,,
955,1361,Historic Jeddah,2014,Saudi Arabia,2.73,,,,,
956,1362,Ogasawara Islands,2011,Japan,3.65,,,,,
957,1363,Prehistoric Pile Dwellings,2011,Switzerland,2.05,,,,,
958,1364,Pearling,2012,Bahrain,2.21,,,,,
959,1366,Selimiye Mosque,2011,Turkiye,3.64,,,,,
960,1367,Elvas,2012,Portugal,3.24,,,,,
961,1368,Fagus Factory,2011,Germany,2.56,,,,,
962,1369,Ningaloo Coast,2011,Australia,3.76,,,,,
963,1370,Caves of Maresha and Bet Guvrin,2014,Israel,3.55,,,,,
964,1371,Serra de Tramuntana,2011,Spain,2.82,,,,,
965,1372,Persian Garden,2011,Iran,3.31,,,,,
32,1375,Santiniketan,2023,India,1.7,West Bengal,23.6781340090608,87.6857952453205,,
967,1376,Bridgetown,2011,Barbados,2.48,,,,,
968,1377,Wadi Rum,2011,Jordan,4.18,,,,,
969,1379,Margravial Opera House,2012,Germany,3.19,,,,,
970,1380,Sangha Trinational,2012,Cameroon,3.46,,,,,
971,1382,Petroglyphs of the Mongolian Altai,2011,Mongolia,2.37,,,,,
972,1386,Rock Islands,2012,Palau,4.39,,,,,
973,1387,University of Coimbra,2013,Portugal,3.29,,,,,
974,1388,Chengjiang Fossil Site,2012,China,1.78,,,,,
975,1389,Site of Xanadu,2012,China,2.26,,,,,
976,1390,Vineyard Landscape of Piedmont,2014,Italy,2.89,,,,,
977,1393,Mount Carmel Caves,2012,Israel,2.34,,,,,
978,1396,Lenggong Valley,2012,Malaysia,1.82,,,,,
979,1397,Masjed-e Jâme',2012,Iran,3.42,,,,,
980,1398,Gonbad-e Qâbus,2012,Iran,3.1,,,,,
981,1399,Levuka,2013,Fiji,2.79,,,,,
982,1400,Lakes of Ounianga,2012,Chad,4.27,,,,,
983,1401,Rabat,2012,Morocco,3.24,,,,,
984,1402,Al Zubarah,2013,Qatar,1.92,,,,,
985,1403,Mount Hamiguitan,2014,Philippines,3.29,,,,,
986,1404,Grand Pré,2012,Canada,2.63,,,,,
987,1405,Çatalhöyük,2012,Turkiye,3.61,,,,,
33,1406,Great Himalayan National Park,2014,India,3.8,Himachal Pradesh,31.7996351993926,77.5183307769877,,
989,1407,Bassari Country,2012,Senegal,3.25,,,,,
990,1410,El Pinacate,2013,Mexico,3.44,,,,,
991,1411,Tauric Chersonese,2013,Ukraine,3.1,,,,,
992,1412,Red Bay Basque Whaling Station,2013,Canada,2.84,,,,,
993,1413,Bergpark Wilhelmshöhe,2013,Germany,2.96,,,,,
994,1414,Xinjiang Tianshan,2013,China,3.59,,,,,
995,1415,Pimachiowin Aki,2018,Canada,3.3,,,,,
996,1416,Stevns Klint,2014,Denmark,2.51,,,,,
997,1418,Fujisan,2013,Japan,3.71,,,,,
998,1422,Golestan Palace,2013,Iran,3.11,,,,,
999,1423,Maymand,2015,Iran,2.69,,,,,
1000,1424,Wooden Tserkvas of the Carpathian Region,2013,Poland,3.34,,,,,
1001,1425,Burgundy,2015,France,3.22,,,,,
1002,1426,Decorated cave of Pont d'Arc,2014,France,3.59,,,,,
1003,1427,Mount Etna,2013,Italy,3.58,,,,,
1004,1430,Namib Sand Sea,2013,Namibia,4.4,,,,,
1005,1432,Okavango Delta,2014,Botswana,4.38,,,,,
1006,1433,Bethlehem,2012,Palestine,3.26,,,,,
1007,1434,Chaîne des Puys,2018,France,2.88,,,,,
1008,1435,Poverty Point,2014,United States of America,2.44,,,,,
1009,1437,Erbil Citadel,2014,Iraq,2.62,,,,,
1010,1438,Trang An,2014,Viet Nam,3.64,,,,,
1011,1439,Namhansanseong,2014,Republic of Korea,2.66,,,,,
1012,1440,Great Burkhan Khaldun Mountain,2015,Mongolia,2.43,,,,,
1013,1441,Van Nellefabriek,2014,Netherlands,2.5,,,,,
1014,1442,Silk Roads Chang'an-Tianshan Corridor,2014,China,3.15,,,,,
1015,1443,Grand Canal,2014,China,3.07,,,,,
1016,1444,Pyu Ancient Cities,2014,Myanmar,2.19,,,,,
1017,1446,"Baptism Site ""Bethany Beyond the Jordan""",2015,Jordan,2.32,,,,,
1018,1447,Corvey,2014,Germany,2.3,,,,,
1019,1448,Landscapes of Dauria,2017,Mongolia,2.35,,,,,
1020,1449,Tomioka Silk Mill,2014,Japan,2.79,,,,,
1021,1450,Thimlich Ohinga,2018,Kenya,1.73,,,,,
1022,1452,Bursa and Cumalikizik,2014,Turkiye,3.33,,,,,
1023,1453,Stone Spheres of the Diquís,2014,Costa Rica,2.62,,,,,
1024,1455,Susa,2015,Iran,2.63,,,,,
1025,1456,Shahr-i Sokhta,2014,Iran,2.82,,,,,
1026,1457,Pergamon,2014,Turkiye,3.73,,,,,
1027,1459,Qhapaq Ñan,2014,Argentina,2.96,,,,,
1028,1461,Kaeng Krachan Forest,2021,Thailand,2.79,,,,,
1029,1463,Aqueduct of Padre Tembleque,2015,Mexico,2.52,,,,,
1030,1464,Fray Bentos,2015,Uruguay,3.02,,,,,
1031,1465,Champagne,2015,France,3.24,,,,,
1032,1466,San Antonio Missions,2015,United States of America,3.07,,,,,
1033,1467,Speicherstadt and Kontorhaus District,2015,Germany,2.99,,,,,
1034,1468,Moravian Church Settlements,2015,Denmark,1.95,,,,,
1035,1469,Par force hunting landscape,2015,Denmark,1.9,,,,,
1036,1470,Naumburg Cathedral,2018,Germany,2.8,,,,,
1037,1471,Necropolis of Bet She'arim,2015,Israel,3.04,,,,,
1038,1472,Rock Art in the Hail Region,2015,Saudi Arabia,3.46,,,,,
1039,1473,Brâncusi Monumental Ensemble of Târgu Jiu,2024,Romania,2.28,,,,,
1040,1474,Tusi Sites,2015,China,2.83,,,,,
1041,1475,Ennedi Massif,2016,Chad,4.62,,,,,
1042,1477,Baekje Historic Areas,2015,Republic of Korea,2.47,,,,,
1043,1478,Mining Cultural Landscape Erzgebirge,2019,Czechia,2.23,,,,,
34,1480,Victorian Gothic and Art Deco Ensembles of Mumbai,2018,India,3.14,Maharashtra,18.9290148605929,72.8311201477692,,
1045,1481,Ahwar of Southern Iraq,2016,Iraq,3.37,,,,,
1046,1483,Singapore Botanic Gardens,2015,Singapore,3.13,,,,,
1047,1484,Sites of Japan's Meiji Industrial Revolution,2015,Japan,2.8,,,,,
1048,1485,Forth Bridge,2015,United Kingdom,2.96,,,,,
1049,1486,Rjukan / Notodden,2015,Norway,2.56,,,,,
1050,1487,Arab-Norman Palermo,2015,Italy,3.87,,,,,
1051,1488,Diyarbakir Fortress and Hevsel Gardens,2015,Turkiye,2.9,,,,,
1052,1490,Western Tien-Shan,2016,Kazakhstan,2.63,,,,,
1053,1492,Battir,2014,Palestine,1.43,,,,,
1054,1493,Pampulha,2016,Brazil,2.57,,,,,
1055,1495,Hidden Christian Sites in the Nagasaki Region,2018,Japan,2.75,,,,,
1056,1496,Frank Lloyd Wright Buildings,2019,United States of America,3.3,,,,,
1057,1497,Mistaken Point,2016,Canada,3.7,,,,,
1058,1498,"Seowon, Neo-Confucian Academies",2019,Republic of Korea,2.64,,,,,
1059,1499,Antigua Naval Dockyard,2016,Antigua and Barbuda,2.78,,,,,
1060,1500,Gorham's Cave Complex,2016,United Kingdom,2.22,,,,,
1061,1501,Antequera Dolmens Site,2016,Spain,2.87,,,,,
35,1502,Nalanda,2016,India,3.11,Bihar,25.1228377455059,85.4622977853405,,
1063,1503,Nan Madol,2016,Micronesia,3.67,,,,,
1064,1504,Stećci,2016,Bosnia Herzegovina,2.45,,,,,
1065,1505,Lut Desert,2016,Iran,3.76,,,,,
1066,1506,The Persian Qanat,2016,Iran,2.86,,,,,
1067,1507,Phu Phrabat,2024,Thailand,2.59,,,,,
1068,1508,Zuojiang Huashan Rock Art,2016,China,2.53,,,,,
1069,1509,Hubei Shennongjia,2016,China,2.84,,,,,
1070,1510,Archipiélago de Revillagigedo,2016,Mexico,4.26,,,,,
1071,1511,Mbanza Kongo,2017,Angola,3.95,,,,,
36,1513,Khangchendzonga National Park,2016,India,3.64,Sikkim,27.6933161310045,88.3560373300933,,
1073,1517,Archaeological site of Philippi,2016,Greece,3.1,,,,,
1074,1518,Ani,2016,Turkiye,3.7,,,,,
1075,1519,Aphrodisias,2017,Turkiye,3.78,,,,,
1076,1523,Churches of the Pskov School of Architecture,2019,Russia,2.99,,,,,
1077,1525,Sviyazhsk,2017,Russia,2.59,,,,,
1078,1526,Los Alerces National Park,2017,Argentina,3.99,,,,,
1079,1527,Caves and Ice Age Art,2017,Germany,2.22,,,,,
1080,1528,Talayotic Menorca,2023,Spain,3.07,,,,,
1081,1529,Taputapuātea,2017,France,2.35,,,,,
1082,1532,Sambor Prei Kuk,2017,Cambodia,3.33,,,,,
1083,1533,Venetian Works of Defence,2017,Montenegro,2.94,,,,,
1084,1534,Tehuacán-Cuicatlán Valley,2018,Mexico,3.27,,,,,
1085,1535,Okinoshima Island,2017,Japan,2.45,,,,,
1086,1536,Kujataa,2017,Denmark,2.42,,,,,
1087,1537,Qalhat,2018,Oman,1.84,,,,,
1088,1538,Ivrea,2018,Italy,1.99,,,,,
1089,1539,Tarnowskie Góry Lead-Silver-Zinc Mine,2017,Poland,2.24,,,,,
1090,1540,Qinghai Hoh Xil,2017,China,2.94,,,,,
1091,1541,Kulangsu,2017,China,3.08,,,,,
1092,1542,Dilmun Burial Mounds,2019,Bahrain,2.17,,,,,
1093,1544,Yazd,2017,Iran,3.8,,,,,
1094,1545,ǂKhomani Cultural Landscape,2017,South Africa,2.59,,,,,
1095,1548,Valongo Wharf,2017,Brazil,1.12,,,,,
1096,1549,Sheki,2019,Azerbaijan,2.79,,,,,
1097,1550,Asmara,2017,Eritrea,3.23,,,,,
37,1551,Ahmadabad,2017,India,2.71,Gujarat,23.0365882334847,72.57766614491,,
1099,1552,Roșia Montană,2021,Romania,2.58,,,,,
1100,1553,Hedeby and Danevirke,2018,Germany,2.23,,,,,
1101,1555,Colonies of Benevolence,2021,Belgium,2.18,,,,,
1102,1557,Aasivissuit - Nipisat,2018,Denmark,2.75,,,,,
1103,1558,Žatec – Landscape of Hops,2023,Czechia,2.05,,,,,
1104,1559,Fanjingshan,2018,China,3.6,,,,,
1105,1560,Medina Azahara,2018,Spain,2.87,,,,,
1106,1561,Quanzhou,2021,China,3.67,,,,,
1107,1562,"Sansa, Buddhist Mountain Monasteries",2018,Republic of Korea,3.1,,,,,
1108,1563,Al-Ahsa Oasis,2018,Saudi Arabia,2.38,,,,,
1109,1564,Tr’ondëk-Klondike,2023,Canada,3.22,,,,,
1110,1565,Hebron/Al-Khalil Old Town,2017,Palestine,3.26,,,,,
1111,1567,Funerary and memory sites of the First World War,2023,France,2.96,,,,,
1112,1568,Sassanid Archaeological Landscape,2018,Iran,3.41,,,,,
1113,1569,Maison Carrée of Nîmes,2023,France,2.77,,,,,
38,1570,Rudreshwara (Ramappa) Temple,2021,India,2.94,Telangana,18.2595370550446,79.9433707689244,,
1115,1571,The Prosecco Hills,2019,Italy,2.15,,,,,
1116,1572,Göbekli Tepe,2018,Turkiye,3.99,,,,,
1117,1573,Mafra,2019,Portugal,2.93,,,,,
1118,1574,Amami-Oshima Island,2021,Japan,3.1,,,,,
1119,1575,Barberton Makhonjwa Mountains,2018,South Africa,2.57,,,,,
1120,1577,Budj Bim Cultural Landscape,2019,Australia,2.14,,,,,
1121,1578,Risco Caido,2019,Spain,2.48,,,,,
1122,1580,Water Management System of Augsburg,2019,Germany,2.31,,,,,
1123,1584,Hyrcanian Forests,2019,Azerbaijan,2.28,,,,,
1124,1585,Trans-Iranian Railway,2021,Iran,1.92,,,,,
1125,1586,Memorial Sites of Genocide,2023,Rwanda,2.6,,,,,
1126,1587,Plain of Jars,2019,Laos,3.74,,,,,
1127,1588,Bagan,2019,Myanmar,4.62,,,,,
1128,1589,Kladruby nad Labem,2019,Czechia,2.11,,,,,
1129,1590,Bom Jesus do Monte,2019,Portugal,3.2,,,,,
1130,1591,"Getbol, Korean Tidal Flat",2021,Republic of Korea,2.92,,,,,
1131,1592,Liangzhu Archaeological Site,2019,China,3.2,,,,,
1132,1593,Mozu-Furuichi Kofungun,2019,Japan,2.11,,,,,
1133,1594,Jodrell Bank Observatory,2019,United Kingdom,2.86,,,,,
1134,1597,Writing-on-Stone / Áísínai’pi,2019,Canada,3.07,,,,,
1135,1599,Krzemionki prehistoric flint mines,2019,Poland,2.67,,,,,
1136,1602,Ancient ferrous metallurgy sites,2019,Burkina Faso,2.22,,,,,
1137,1603,French Austral Lands and Seas,2019,France,0,,,,,
1138,1604,Vatnajökull National Park,2019,Iceland,4.27,,,,,
39,1605,"Jaipur City, Rajasthan",2019,India,3.55,Rajasthan,26.9187937728508,75.7939750288181,,
1140,1606,Migratory Bird Sanctuaries China,2019,China,2.74,,,,,
1141,1608,Danube Limes,2021,Austria,2.02,,,,,
1142,1610,Ombilin Coal Mining Heritage of Sawahlunto,2019,Indonesia,3.24,,,,,
1143,1611,Lençóis Maranhenses National Park,2024,Brazil,3.8,,,,,
1144,1612,Church of Atlántida,2021,Uruguay,2.71,,,,,
1145,1613,Great Spa Towns of Europe,2021,Austria,3.29,,,,,
1146,1614,Mathildenhöhe Darmstadt,2021,Germany,2.59,,,,,
1147,1616,Colchic Rainforests and Wetlands,2021,Georgia,2.62,,,,,
1148,1618,Paseo del Prado and Buen Retiro,2021,Spain,2.87,,,,,
1149,1619,Himā Cultural area,2021,Saudi Arabia,2.6,,,,,
1150,1620,Sítio Roberto Burle Marx,2021,Brazil,2.73,,,,,
1151,1621,Deer Stone Monuments,2023,Mongolia,3.1,,,,,
1152,1622,Arslantepe Mound,2021,Turkiye,2.64,,,,,
1153,1623,Padua’s fourteenth-century fresco cycles,2021,Italy,3.99,,,,,
1154,1624,Chankillo Archaeoastronomical Complex,2021,Peru,2.97,,,,,
1155,1625,Cordouan Lighthouse,2021,France,3.32,,,,,
1156,1631,Lower German Limes,2021,Germany,1.72,,,,,
1157,1632,Jomon Prehistoric Sites,2021,Japan,2.85,,,,,
1158,1633,The Slate Landscape of Northwest Wales,2021,United Kingdom,2.87,,,,,
1159,1634,Chinchorro Culture,2021,Chile,2.77,,,,,
1160,1635,Nice,2021,France,2.75,,,,,
1161,1636,ShUM Sites,2021,Germany,2.37,,,,,
1162,1638,Badain Jaran Desert,2024,China,3.05,,,,,
1163,1640,Djerba,2023,Tunisia,1.68,,,,,
1164,1641,Gedeo Cultural landscape,2023,Ethiopia,2.63,,,,,
1165,1643,Plečnik's Ljubljana,2021,Slovenia,2.96,,,,,
40,1645,Dholavira: A Harappan City,2021,India,3.3,Gujarat,23.8863042694711,70.2136535334323,,
1167,1647,Hawraman/Uramanat,2021,Iran,2.36,,,,,
1168,1648,Sudanese style mosques,2021,Côte d'Ivoire,2.68,,,,,
1169,1650,The Porticoes of Bologna,2021,Italy,2.92,,,,,
1170,1653,Ivindo National Park,2021,Gabon,0,,,,,
1171,1654,Petroglyphs of the Lake Onega and the White Sea,2021,Russia,3.52,,,,,
1172,1656,Jewish-Medieval heritage of Erfurt,2023,Germany,1.63,,,,,
1173,1657,Northern Martinique,2023,France,3.38,,,,,
1174,1658,Kuldiga,2023,Latvia,2.53,,,,,
1175,1660,Viking Age Ring Fortresses,2023,Denmark,2.05,,,,,
1176,1661,Modernist Kaunas,2023,Lithuania,2.4,,,,,
1177,1662,Si Thep,2023,Thailand,2.83,,,,,
1178,1663,Tak'alik Ab'aj,2023,Guatemala,2.47,,,,,
1179,1665,Ancient Tea Plantations of Pu'er,2023,China,2.7,,,,,
1180,1666,Gaya Tumuli,2023,Republic of Korea,2.75,,,,,
1181,1667,Koh Ker,2023,Cambodia,3.54,,,,,
1182,1668,Persian Caravanserai,2023,Iran,2.7,,,,,
1183,1669,Gordion,2023,Turkiye,3.06,,,,,
41,1670,Sacred Ensembles of the Hoysala,2023,India,3.55,Karnataka,13.2127545630052,75.9946219781077,,
1185,1671,Yogyakarta,2023,Indonesia,3,,,,,
1186,1673,Vjetrenica Cave,2024,Bosnia Herzegovina,2.71,,,,,
1187,1675,Silk Roads: Zarafshan-Karakum Corridor,2023,Turkmenistan,2.62,,,,,
1188,1676,Nelson Mandela Legacy Sites,2024,South Africa,1.8,,,,,
1189,1678,Astronomical Observatories of Kazan Federal University,2023,Russia,0.72,,,,,
1190,1680,Jodensavanne,2023,Suriname,1.42,,,,,
1191,1681,ESMA Site Museum,2023,Argentina,1.98,,,,,
1192,1683,Eisinga Planetarium,2023,Netherlands,3.53,,,,,
1193,1685,Tugay forests,2023,Tajikistan,0.43,,,,,
1194,1686,Anticosti,2023,Canada,2.17,,,,,
1195,1687,Ancient Jericho,2023,Palestine,2.82,,,,,
1196,1688,Cultural Landscape of Kenozero Lake,2024,Russia,3.5,,,,,
1197,1689,Hopewell,2023,United States of America,2.3,,,,,
1198,1692,Evaporitic Karst and Caves,2023,Italy,2.18,,,,,
1199,1693,Cold winter deserts of Turan,2023,Turkmenistan,2.66,,,,,
1200,1694,Wooden Hypostyle Mosques of Medieval Anatolia,2023,Turkiye,2.69,,,,,
1201,1695,Zagori Cultural Landscape,2023,Greece,3.34,,,,,
1202,1696,Khinalig,2023,Azerbaijan,2.77,,,,,
1203,1697,Nyungwe National Park,2023,Rwanda,3.14,,,,,
1204,1698,Sado Island Gold Mines,2024,Japan,1.97,,,,,
1205,1699,'Uruq Bani Ma'arid,2023,Saudi Arabia,2.24,,,,,
1206,1700,Ancient Kingdom of Saba,2023,Yemen,3.11,,,,,
1207,1702,Rachid Karami International Fair-Tripoli,2023,Lebanon,2.13,,,,,
1208,1703,Odesa,2023,Ukraine,3.25,,,,,
1209,1705,Schwerin Residence Ensemble,2024,Germany,2.84,,,,,
1210,1707,Marquesas Islands,2024,France,0,,,,,
1211,1708,Via Appia,2024,Italy,3.3,,,,,
42,1711,Moidams,2024,India,1.75,Assam,26.9415667164151,94.8760609268103,,
1213,1712,Al-Faw,2024,Saudi Arabia,1.47,,,,,
1214,1713,The Royal Court of Tiébélé,2024,Burkina Faso,3.5,,,,,
1215,1714,Beijing Central Axis,2024,China,3.03,,,,,
1216,1716,Hegmataneh,2024,Iran,2.53,,,,,
1217,1718,Dacian Limes,2024,Romania,1.72,,,,,
1218,1720,Gedi,2024,Kenya,2.7,,,,,
1219,1721,Umm Al-Jimāl,2024,Jordan,2.83,,,,,
1220,1722,The Flow Country,2024,United Kingdom,2.14,,,,,
1221,1723,The Pleistocene Occupation Sites of South Africa,2024,South Africa,0.99,,,,,
1222,1749,Tell Umm Amer,2024,Palestine,0,,,,,